Error releasing iFactory ! Timestamp: 2024-07-04 17:12:52.3725590
Error releasing Draw ! Timestamp: 2024-07-04 17:12:52.3869496
Error releasing ButBckgBrush ! Timestamp: 2024-07-04 17:12:52.3936752
Error releasing TxtBrush ! Timestamp: 2024-07-04 17:12:52.3992310
Error releasing HgltBrush ! Timestamp: 2024-07-04 17:12:52.4037320
Error releasing InatBrush ! Timestamp: 2024-07-04 17:12:52.4092818
Error releasing iWriteFactory ! Timestamp: 2024-07-04 17:12:52.4134418
Error releasing nrmText ! Timestamp: 2024-07-04 17:12:52.4176854
Error releasing bigText ! Timestamp: 2024-07-04 17:12:52.4226065
Error releasing bmpField ! Timestamp: 2024-07-04 17:12:52.4261549
Error releasing bmpAxe ! Timestamp: 2024-07-04 17:12:52.4317342
Error releasing bmpBlueEgg ! Timestamp: 2024-07-04 17:12:52.4360280
Error releasing bmpRedEgg ! Timestamp: 2024-07-04 17:12:52.4411513
Error releasing bmpGreenEgg ! Timestamp: 2024-07-04 17:12:52.4454651
Error releasing bmpYellowEgg ! Timestamp: 2024-07-04 17:12:52.4503215
Error releasing bmpPurpleEgg ! Timestamp: 2024-07-04 17:12:52.4576776
Error releasing bmpBlueBall ! Timestamp: 2024-07-04 17:12:52.4614433
Error releasing bmpRedBall ! Timestamp: 2024-07-04 17:12:52.4666833
Error releasing bmpGreenBall ! Timestamp: 2024-07-04 17:12:52.4742372
Error releasing bmpYellowBall ! Timestamp: 2024-07-04 17:12:52.4808173
Error releasing bmpPurpleBall ! Timestamp: 2024-07-04 17:12:52.4917102
Error releasing bmpMidBlueEgg ! Timestamp: 2024-07-04 17:12:52.4952379
Error releasing bmpMidRedEgg ! Timestamp: 2024-07-04 17:12:52.5073165
Error releasing bmpMidGreenEgg ! Timestamp: 2024-07-04 17:12:52.5127389
Error releasing bmpMidYellowEgg ! Timestamp: 2024-07-04 17:12:52.5627950
Error releasing bmpMidPurpleEgg ! Timestamp: 2024-07-04 17:12:52.5737302
Error releasing bmpMidBlueBall ! Timestamp: 2024-07-04 17:12:52.5777941
Error releasing bmpMidRedBall ! Timestamp: 2024-07-04 17:12:52.5879832
Error releasing bmpMidGreenBall ! Timestamp: 2024-07-04 17:12:52.5925471
Error releasing bmpMidYellowBall ! Timestamp: 2024-07-04 17:12:52.6027109
Error releasing bmpMidPurpleBall ! Timestamp: 2024-07-04 17:12:52.6067418
Error releasing bmpSmallBlueEgg ! Timestamp: 2024-07-04 17:12:52.6287351
Error releasing bmpSmallRedEgg ! Timestamp: 2024-07-04 17:12:52.6425960
Error releasing bmpSmallGreenEgg ! Timestamp: 2024-07-04 17:12:52.6610791
Error releasing bmpSmallYellowEgg ! Timestamp: 2024-07-04 17:12:52.6722654
Error releasing bmpSmallPurpleEgg ! Timestamp: 2024-07-04 17:12:52.6786250
Error releasing bmpSmallBlueBall ! Timestamp: 2024-07-04 17:12:52.6850493
Error releasing bmpSmallRedBall ! Timestamp: 2024-07-04 17:12:52.6912726
Error releasing bmpSmallGreenBall ! Timestamp: 2024-07-04 17:12:52.6951146
Error releasing bmpSmallYellowBall ! Timestamp: 2024-07-04 17:12:52.7002652
Error releasing bmpSmallPurpleBall ! Timestamp: 2024-07-04 17:12:52.7105228
Error releasing CatapultL ! Timestamp: 2024-07-04 17:12:52.7237983
Error releasing CatapultL ! Timestamp: 2024-07-04 17:12:52.7283164
Error releasing CatapultL ! Timestamp: 2024-07-04 17:12:52.7325771
Error releasing CatapultR ! Timestamp: 2024-07-04 17:12:52.7381369
Error releasing CatapultR ! Timestamp: 2024-07-04 17:12:52.7419558
Error releasing CatapultR ! Timestamp: 2024-07-04 17:12:52.7459285
Error releasing iFactory ! Timestamp: 2024-07-06 15:35:04.7567283
Error releasing Draw ! Timestamp: 2024-07-06 15:35:04.8375966
Error releasing ButBckgBrush ! Timestamp: 2024-07-06 15:35:04.8438318
Error releasing TxtBrush ! Timestamp: 2024-07-06 15:35:04.8491719
Error releasing HgltBrush ! Timestamp: 2024-07-06 15:35:04.8551330
Error releasing InatBrush ! Timestamp: 2024-07-06 15:35:04.8659329
Error releasing iWriteFactory ! Timestamp: 2024-07-06 15:35:04.8740409
Error releasing nrmText ! Timestamp: 2024-07-06 15:35:04.8812875
Error releasing bigText ! Timestamp: 2024-07-06 15:35:04.8875186
Error releasing bmpField ! Timestamp: 2024-07-06 15:35:04.8955719
Error releasing bmpAxe ! Timestamp: 2024-07-06 15:35:04.9036163
Error releasing bmpBlueEgg ! Timestamp: 2024-07-06 15:35:04.9153757
Error releasing bmpRedEgg ! Timestamp: 2024-07-06 15:35:04.9195938
Error releasing bmpGreenEgg ! Timestamp: 2024-07-06 15:35:04.9239080
Error releasing bmpYellowEgg ! Timestamp: 2024-07-06 15:35:04.9300175
Error releasing bmpPurpleEgg ! Timestamp: 2024-07-06 15:35:04.9352914
Error releasing bmpBlueBall ! Timestamp: 2024-07-06 15:35:04.9424564
Error releasing bmpRedBall ! Timestamp: 2024-07-06 15:35:04.9501826
Error releasing bmpGreenBall ! Timestamp: 2024-07-06 15:35:04.9563341
Error releasing bmpYellowBall ! Timestamp: 2024-07-06 15:35:04.9644610
Error releasing bmpPurpleBall ! Timestamp: 2024-07-06 15:35:04.9701543
Error releasing bmpMidBlueEgg ! Timestamp: 2024-07-06 15:35:04.9773870
Error releasing bmpMidRedEgg ! Timestamp: 2024-07-06 15:35:04.9833381
Error releasing bmpMidGreenEgg ! Timestamp: 2024-07-06 15:35:04.9871456
Error releasing bmpMidYellowEgg ! Timestamp: 2024-07-06 15:35:04.9943129
Error releasing bmpMidPurpleEgg ! Timestamp: 2024-07-06 15:35:04.9996066
Error releasing bmpMidBlueBall ! Timestamp: 2024-07-06 15:35:05.0082027
Error releasing bmpMidRedBall ! Timestamp: 2024-07-06 15:35:05.0151494
Error releasing bmpMidGreenBall ! Timestamp: 2024-07-06 15:35:05.0246522
Error releasing bmpMidYellowBall ! Timestamp: 2024-07-06 15:35:05.0302337
Error releasing bmpMidPurpleBall ! Timestamp: 2024-07-06 15:35:05.0480066
Error releasing bmpSmallBlueEgg ! Timestamp: 2024-07-06 15:35:05.0581851
Error releasing bmpSmallRedEgg ! Timestamp: 2024-07-06 15:35:05.0634623
Error releasing bmpSmallGreenEgg ! Timestamp: 2024-07-06 15:35:05.0838957
Error releasing bmpSmallYellowEgg ! Timestamp: 2024-07-06 15:35:05.0885810
Error releasing bmpSmallPurpleEgg ! Timestamp: 2024-07-06 15:35:05.1024451
Error releasing bmpSmallBlueBall ! Timestamp: 2024-07-06 15:35:05.1080710
Error releasing bmpSmallRedBall ! Timestamp: 2024-07-06 15:35:05.1146932
Error releasing bmpSmallGreenBall ! Timestamp: 2024-07-06 15:35:05.1242514
Error releasing bmpSmallYellowBall ! Timestamp: 2024-07-06 15:35:05.1327474
Error releasing bmpSmallPurpleBall ! Timestamp: 2024-07-06 15:35:05.1392972
Error releasing CatapultL ! Timestamp: 2024-07-06 15:35:05.1463334
Error releasing CatapultL ! Timestamp: 2024-07-06 15:35:05.1537248
Error releasing CatapultL ! Timestamp: 2024-07-06 15:35:05.1575151
Error releasing CatapultR ! Timestamp: 2024-07-06 15:35:05.1628924
Error releasing CatapultR ! Timestamp: 2024-07-06 15:35:05.1673141
Error releasing CatapultR ! Timestamp: 2024-07-06 15:35:05.1710620
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.1749921
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.1827196
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.1867078
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.1905103
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.1989992
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2028399
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2099647
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2150129
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2190204
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2241009
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2301635
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2339154
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2377744
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2432731
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2482546
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2521996
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2560587
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2621505
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2660489
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2704520
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2748674
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2812839
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.2855774
Error releasing Explosion ! Timestamp: 2024-07-06 15:35:05.3106000
Error releasing iFactory ! Timestamp: 2024-07-06 15:38:23.3098933
Error releasing Draw ! Timestamp: 2024-07-06 15:38:23.6391986
Error releasing ButBckgBrush ! Timestamp: 2024-07-06 15:38:23.6566273
Error releasing TxtBrush ! Timestamp: 2024-07-06 15:38:23.6732470
Error releasing HgltBrush ! Timestamp: 2024-07-06 15:38:23.6840669
Error releasing InatBrush ! Timestamp: 2024-07-06 15:38:23.6894975
Error releasing iWriteFactory ! Timestamp: 2024-07-06 15:38:23.7219335
Error releasing nrmText ! Timestamp: 2024-07-06 15:38:23.7348869
Error releasing bigText ! Timestamp: 2024-07-06 15:38:23.7389999
Error releasing bmpField ! Timestamp: 2024-07-06 15:38:23.7593477
Error releasing bmpAxe ! Timestamp: 2024-07-06 15:38:23.7698105
Error releasing bmpBlueEgg ! Timestamp: 2024-07-06 15:38:23.7757389
Error releasing bmpRedEgg ! Timestamp: 2024-07-06 15:38:23.7859421
Error releasing bmpGreenEgg ! Timestamp: 2024-07-06 15:38:23.7935498
Error releasing bmpYellowEgg ! Timestamp: 2024-07-06 15:38:23.8012202
Error releasing bmpPurpleEgg ! Timestamp: 2024-07-06 15:38:23.8075819
Error releasing bmpBlueBall ! Timestamp: 2024-07-06 15:38:23.8424738
Error releasing bmpRedBall ! Timestamp: 2024-07-06 15:38:23.8673424
Error releasing bmpGreenBall ! Timestamp: 2024-07-06 15:38:23.8828546
Error releasing bmpYellowBall ! Timestamp: 2024-07-06 15:38:23.8912608
Error releasing bmpPurpleBall ! Timestamp: 2024-07-06 15:38:23.9069786
Error releasing bmpMidBlueEgg ! Timestamp: 2024-07-06 15:38:23.9113981
Error releasing bmpMidRedEgg ! Timestamp: 2024-07-06 15:38:23.9187905
Error releasing bmpMidGreenEgg ! Timestamp: 2024-07-06 15:38:23.9220644
Error releasing bmpMidYellowEgg ! Timestamp: 2024-07-06 15:38:23.9260953
Error releasing bmpMidPurpleEgg ! Timestamp: 2024-07-06 15:38:23.9315843
Error releasing bmpMidBlueBall ! Timestamp: 2024-07-06 15:38:23.9358858
Error releasing bmpMidRedBall ! Timestamp: 2024-07-06 15:38:23.9428286
Error releasing bmpMidGreenBall ! Timestamp: 2024-07-06 15:38:23.9526979
Error releasing bmpMidYellowBall ! Timestamp: 2024-07-06 15:38:23.9573470
Error releasing bmpMidPurpleBall ! Timestamp: 2024-07-06 15:38:23.9621149
Error releasing bmpSmallBlueEgg ! Timestamp: 2024-07-06 15:38:23.9703904
Error releasing bmpSmallRedEgg ! Timestamp: 2024-07-06 15:38:23.9761952
Error releasing bmpSmallGreenEgg ! Timestamp: 2024-07-06 15:38:23.9803479
Error releasing bmpSmallYellowEgg ! Timestamp: 2024-07-06 15:38:23.9842777
Error releasing bmpSmallPurpleEgg ! Timestamp: 2024-07-06 15:38:23.9888039
Error releasing bmpSmallBlueBall ! Timestamp: 2024-07-06 15:38:23.9937100
Error releasing bmpSmallRedBall ! Timestamp: 2024-07-06 15:38:24.0008883
Error releasing bmpSmallGreenBall ! Timestamp: 2024-07-06 15:38:24.0090976
Error releasing bmpSmallYellowBall ! Timestamp: 2024-07-06 15:38:24.0135925
Error releasing bmpSmallPurpleBall ! Timestamp: 2024-07-06 15:38:24.0181149
Error releasing CatapultL ! Timestamp: 2024-07-06 15:38:24.0240065
Error releasing CatapultL ! Timestamp: 2024-07-06 15:38:24.0282038
Error releasing CatapultL ! Timestamp: 2024-07-06 15:38:24.0347380
Error releasing CatapultR ! Timestamp: 2024-07-06 15:38:24.0457754
Error releasing CatapultR ! Timestamp: 2024-07-06 15:38:24.0543382
Error releasing CatapultR ! Timestamp: 2024-07-06 15:38:24.0608345
Error releasing Explosion ! Timestamp: 2024-07-06 15:38:24.0719590
Error releasing Explosion ! Timestamp: 2024-07-06 15:38:24.0776793
